seq_num: 0; position: (-0.96, 0.47, -0.64); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 292,571428571429
seq_num: 1; position: (-0.96, 0.49, -0.68); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 281,854367492214
seq_num: 2; position: (-0.95, 0.46, -0.71); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 313,991914957329
seq_num: 3; position: (-1.02, 0.56, -0.72); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 316,923798358734
seq_num: 4; position: (-1.04, 0.56, -0.76); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 338,713080489473
seq_num: 5; position: (-0.89, 0.56, -0.85); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 309,179120377416
seq_num: 6; position: (-0.93, 0.61, -1.05); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 307,867252614032
seq_num: 7; position: (-0.96, 0.70, -1.03); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 316,862128881166
seq_num: 8; position: (-0.93, 0.70, -0.97); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 307,424680335931
seq_num: 9; position: (-0.85, 0.86, -0.99); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 317,410826210826
seq_num: 10; position: (-0.72, 0.78, -0.89); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 335,222506393862
seq_num: 11; position: (-0.62, 0.61, -0.87); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 316,002712273036
seq_num: 12; position: (-0.68, 0.58, -0.82); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 315,266386049308
seq_num: 13; position: (-0.74, 0.68, -0.77); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 309,485261634549
seq_num: 14; position: (-0.74, 0.71, -0.72); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 279,173588924388
seq_num: 15; position: (-0.44, 0.73, -0.43); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 335,348634208744
seq_num: 16; position: (-0.35, 0.69, -0.56); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 308,82663221099
seq_num: 17; position: (-0.37, 0.67, -0.58); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 307,076178960097
seq_num: 18; position: (-0.40, 0.68, -0.56); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 317,077713940127
seq_num: 19; position: (-0.46, 0.71, -0.63); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 314,439163355574
seq_num: 20; position: (-0.41, 0.35, -0.81); triangle_count: 450; vertex_count: 1296; textures_count: 26; fps: 307,308425351687
seq_num: 21; position: (-0.38, 0.34, -0.88); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 313,296827466319
seq_num: 22; position: (-0.34, 0.36, -0.94); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 327,233772128915
seq_num: 23; position: (-0.32, 0.40, -1.00); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 301,986770717206
seq_num: 24; position: (-0.36, 0.44, -0.91); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 319,031261884841
seq_num: 25; position: (-0.14, 0.57, -0.90); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 307,238714555766
seq_num: 26; position: (-0.12, 0.53, -0.87); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 299,871595052549
seq_num: 27; position: (0.00, 0.54, -0.82); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 311,427383427383
seq_num: 28; position: (-0.05, 0.49, -0.87); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 337,354125662377
seq_num: 29; position: (-0.05, 0.49, -0.87); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 315,788586056317
seq_num: 30; position: (-0.04, 0.27, -0.78); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 310,827330665481
seq_num: 31; position: (-0.01, 0.28, -0.75); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 330,131713460256
seq_num: 32; position: (0.04, 0.29, -0.77); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 313,733562719725
seq_num: 33; position: (0.03, 0.27, -0.79); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 316,321193505924
seq_num: 34; position: (0.05, 0.38, -0.70); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 339,125485122898
seq_num: 35; position: (0.13, 0.42, -0.77); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 317,654044229022
seq_num: 36; position: (0.25, 0.41, -0.85); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 312,867671192004
seq_num: 37; position: (0.19, 0.34, -0.88); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 311,381143281366
seq_num: 38; position: (0.20, 0.32, -0.87); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 318,93422553418
seq_num: 39; position: (0.15, 0.31, -0.97); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 277,532710280374
seq_num: 40; position: (0.25, 0.19, -0.93); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 332,694886151549
seq_num: 41; position: (0.26, 0.16, -0.93); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 318,135922330097
seq_num: 42; position: (0.26, 0.16, -0.93); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 309,273253158776
seq_num: 43; position: (0.29, 0.18, -0.91); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 309,977385263469
seq_num: 44; position: (0.38, 0.11, -1.04); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 319,760920942289
seq_num: 45; position: (0.13, 0.00, -0.60); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 336,767777525882
seq_num: 46; position: (0.11, 0.06, -0.55); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 304,156897971405
seq_num: 47; position: (0.11, 0.06, -0.55); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 317,221600363031
seq_num: 48; position: (0.12, 0.06, -0.55); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 311,381143281366
seq_num: 49; position: (0.15, 0.06, -0.52); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 317,918896384446
seq_num: 50; position: (-0.03, 0.11, -0.44); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 308,778983438035
seq_num: 51; position: (0.03, 0.07, -0.38); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 339,461304082876
seq_num: 52; position: (0.03, 0.04, -0.37); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 285,217078112103
seq_num: 53; position: (0.04, 0.04, -0.37); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 311,635634148154
seq_num: 54; position: (0.00, 0.09, -0.30); triangle_count: 376; vertex_count: 1082; textures_count: 26; fps: 319,809683568433
seq_num: 55; position: (-0.20, -0.12, -0.01); triangle_count: 450; vertex_count: 1296; textures_count: 26; fps: 316,384098966584
seq_num: 56; position: (-0.26, 0.06, -0.07); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 338,919157350369
seq_num: 57; position: (-0.26, 0.06, -0.06); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 294,985746436609
seq_num: 58; position: (-0.25, 0.07, -0.06); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 317,221600363031
seq_num: 59; position: (-0.27, 0.25, -0.05); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 313,031121725502
seq_num: 60; position: (-0.43, 0.29, 0.14); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 312,541281669151
seq_num: 61; position: (-0.49, 0.38, 0.00); triangle_count: 598; vertex_count: 1724; textures_count: 26; fps: 314,778837056983
