seq_num: 0; position: (-0.96, 0.47, -0.64); triangle_count: 7334; vertex_count: 21204; textures_count: 20; fps: 329,426961157654
seq_num: 1; position: (-0.96, 0.49, -0.68); triangle_count: 7334; vertex_count: 21204; textures_count: 20; fps: 387,052926478383
seq_num: 2; position: (-0.95, 0.46, -0.71); triangle_count: 7334; vertex_count: 21204; textures_count: 20; fps: 392,196289646918
seq_num: 3; position: (-1.02, 0.56, -0.72); triangle_count: 7334; vertex_count: 21204; textures_count: 20; fps: 394,527804951464
seq_num: 4; position: (-1.04, 0.56, -0.76); triangle_count: 7334; vertex_count: 21204; textures_count: 20; fps: 395,450294162015
seq_num: 5; position: (-0.89, 0.56, -0.85); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 406,994244168434
seq_num: 6; position: (-0.93, 0.61, -1.05); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 386,35084271786
seq_num: 7; position: (-0.96, 0.70, -1.03); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 389,649211067917
seq_num: 8; position: (-0.93, 0.70, -0.97); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 394,349755547198
seq_num: 9; position: (-0.85, 0.86, -0.99); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 393,373349339736
seq_num: 10; position: (-0.72, 0.78, -0.89); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 389,976197741837
seq_num: 11; position: (-0.62, 0.61, -0.87); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 396,827126854375
seq_num: 12; position: (-0.68, 0.58, -0.82); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 390,705715776138
seq_num: 13; position: (-0.74, 0.68, -0.77); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 308,077337174919
seq_num: 14; position: (-0.74, 0.71, -0.72); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 393,93493124953
seq_num: 15; position: (-0.44, 0.73, -0.43); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 333,691351553725
seq_num: 16; position: (-0.35, 0.69, -0.56); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 390,734833805336
seq_num: 17; position: (-0.37, 0.67, -0.58); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 383,251461988304
seq_num: 18; position: (-0.40, 0.68, -0.56); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 392,69567822635
seq_num: 19; position: (-0.46, 0.71, -0.63); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 394,943879472693
seq_num: 20; position: (-0.41, 0.35, -0.81); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 393,668719026881
seq_num: 21; position: (-0.38, 0.34, -0.88); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 395,390648567119
seq_num: 22; position: (-0.34, 0.36, -0.94); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 402,302141039078
seq_num: 23; position: (-0.32, 0.40, -1.00); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 387,49302607641
seq_num: 24; position: (-0.36, 0.44, -0.91); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 345,784276776965
seq_num: 25; position: (-0.14, 0.57, -0.90); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 394,290441452959
seq_num: 26; position: (-0.12, 0.53, -0.87); triangle_count: 4586; vertex_count: 13257; textures_count: 20; fps: 405,000527545407
