seq_num: 0; position: (-0.96, 0.47, -0.64); triangle_count: 24902; vertex_count: 70212; textures_count: 20; fps: 373,929129129129
seq_num: 1; position: (-0.96, 0.49, -0.68); triangle_count: 24902; vertex_count: 70212; textures_count: 20; fps: 411,129499626587
seq_num: 2; position: (-0.95, 0.46, -0.71); triangle_count: 24902; vertex_count: 70212; textures_count: 20; fps: 402,754403057783
seq_num: 3; position: (-1.02, 0.56, -0.72); triangle_count: 24902; vertex_count: 70212; textures_count: 20; fps: 397,609585924465
seq_num: 4; position: (-1.04, 0.56, -0.76); triangle_count: 24902; vertex_count: 70212; textures_count: 20; fps: 415,410805916088
seq_num: 5; position: (-0.89, 0.56, -0.85); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 403,874342401924
seq_num: 6; position: (-0.93, 0.61, -1.05); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 395,331020962147
seq_num: 7; position: (-0.96, 0.70, -1.03); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 403,874342401924
seq_num: 8; position: (-0.93, 0.70, -0.97); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 367,869772663486
seq_num: 9; position: (-0.85, 0.86, -0.99); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 399,214193253636
seq_num: 10; position: (-0.72, 0.78, -0.89); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 396,586989409985
seq_num: 11; position: (-0.62, 0.61, -0.87); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 408,199924041018
seq_num: 12; position: (-0.68, 0.58, -0.82); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 400,562909958259
seq_num: 13; position: (-0.74, 0.68, -0.77); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 411,190917239319
seq_num: 14; position: (-0.74, 0.71, -0.72); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 393,520978758538
seq_num: 15; position: (-0.44, 0.73, -0.43); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 391,756706269147
seq_num: 16; position: (-0.35, 0.69, -0.56); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 411,098797699948
seq_num: 17; position: (-0.37, 0.67, -0.58); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 404,3301482206
seq_num: 18; position: (-0.40, 0.68, -0.56); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 419,814230153283
seq_num: 19; position: (-0.46, 0.71, -0.63); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 359,128700814369
seq_num: 20; position: (-0.41, 0.35, -0.81); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 393,905334335086
seq_num: 21; position: (-0.38, 0.34, -0.88); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 396,287226001512
seq_num: 22; position: (-0.34, 0.36, -0.94); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 398,940800486988
seq_num: 23; position: (-0.32, 0.40, -1.00); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 403,995790106751
seq_num: 24; position: (-0.36, 0.44, -0.91); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 399,548849260783
seq_num: 25; position: (-0.14, 0.57, -0.90); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 414,566157090142
seq_num: 26; position: (-0.12, 0.53, -0.87); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 401,190892123927
seq_num: 27; position: (0.00, 0.54, -0.82); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 398,728420412199
seq_num: 28; position: (-0.05, 0.49, -0.87); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 414,316550011289
seq_num: 29; position: (-0.05, 0.49, -0.87); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 393,343836746943
seq_num: 30; position: (-0.04, 0.27, -0.78); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 361,214360196633
seq_num: 31; position: (-0.01, 0.28, -0.75); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 401,220845154547
seq_num: 32; position: (0.04, 0.29, -0.77); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 406,440175465134
seq_num: 33; position: (0.03, 0.27, -0.79); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 404,970007535795
seq_num: 34; position: (0.05, 0.38, -0.70); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 376,529785303901
seq_num: 35; position: (0.13, 0.42, -0.77); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 396,616990695211
seq_num: 36; position: (0.25, 0.41, -0.85); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 395,838429596074
seq_num: 37; position: (0.19, 0.34, -0.88); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 396,527000453789
seq_num: 38; position: (0.20, 0.32, -0.87); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 401,400657305049
seq_num: 39; position: (0.15, 0.31, -0.97); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 399,609756097561
seq_num: 40; position: (0.25, 0.19, -0.93); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 400,891607609101
seq_num: 41; position: (0.26, 0.16, -0.93); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 373,564539113478
seq_num: 42; position: (0.26, 0.16, -0.93); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 396,107585373225
seq_num: 43; position: (0.29, 0.18, -0.91); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 400,891607609101
seq_num: 44; position: (0.38, 0.11, -1.04); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 398,092634776006
seq_num: 45; position: (0.13, 0.00, -0.60); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 404,970007535795
seq_num: 46; position: (0.11, 0.06, -0.55); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 408,075935910092
seq_num: 47; position: (0.11, 0.06, -0.55); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 395,689056603774
seq_num: 48; position: (0.12, 0.06, -0.55); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 408,137920558973
seq_num: 49; position: (0.15, 0.06, -0.52); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 403,298461538462
seq_num: 50; position: (-0.03, 0.11, -0.44); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 403,026248687566
seq_num: 51; position: (0.03, 0.07, -0.38); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 388,740740740741
seq_num: 52; position: (0.03, 0.04, -0.37); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 371,530359540504
seq_num: 53; position: (0.04, 0.04, -0.37); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 402,844977511244
seq_num: 54; position: (0.00, 0.09, -0.30); triangle_count: 15566; vertex_count: 43887; textures_count: 20; fps: 402,392512167727
seq_num: 55; position: (-0.20, -0.12, -0.01); triangle_count: 21790; vertex_count: 61437; textures_count: 20; fps: 399,335821463935
seq_num: 56; position: (-0.26, 0.06, -0.07); triangle_count: 24902; vertex_count: 70212; textures_count: 20; fps: 402,694042712626
seq_num: 57; position: (-0.26, 0.06, -0.06); triangle_count: 24902; vertex_count: 70212; textures_count: 20; fps: 413,042016806723
