seq_num: 0; position: (-0.96, 0.47, -0.64); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 306,936999546759
seq_num: 1; position: (-0.96, 0.49, -0.68); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 330,891594891595
seq_num: 2; position: (-0.95, 0.46, -0.71); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 312,611164940002
seq_num: 3; position: (-1.02, 0.56, -0.72); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 317,389632992811
seq_num: 4; position: (-1.04, 0.56, -0.76); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 345,315769665036
seq_num: 5; position: (-0.89, 0.56, -0.85); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 324,374817203495
seq_num: 6; position: (-0.93, 0.61, -1.05); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 317,101685945415
seq_num: 7; position: (-0.96, 0.70, -1.03); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 335,197292215118
seq_num: 8; position: (-0.93, 0.70, -0.97); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 286,161861025371
seq_num: 9; position: (-0.85, 0.86, -0.99); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 319,578193454989
seq_num: 10; position: (-0.72, 0.78, -0.89); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 349,778506347451
seq_num: 11; position: (-0.62, 0.61, -0.87); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 340,737549671334
seq_num: 12; position: (-0.68, 0.58, -0.82); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 329,163730451657
seq_num: 13; position: (-0.74, 0.68, -0.77); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 294,974682119951
seq_num: 14; position: (-0.74, 0.71, -0.72); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 316,026522001206
seq_num: 15; position: (-0.44, 0.73, -0.43); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 327,407160699417
seq_num: 16; position: (-0.35, 0.69, -0.56); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 289,246386406267
seq_num: 17; position: (-0.37, 0.67, -0.58); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 312,33181919726
seq_num: 18; position: (-0.40, 0.68, -0.56); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 314,097727187629
seq_num: 19; position: (-0.46, 0.71, -0.63); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 294,64313813645
seq_num: 20; position: (-0.41, 0.35, -0.81); triangle_count: 15006; vertex_count: 40026; textures_count: 26; fps: 269,459321582213
seq_num: 21; position: (-0.38, 0.34, -0.88); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 313,909665830932
seq_num: 22; position: (-0.34, 0.36, -0.94); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 307,389794606045
seq_num: 23; position: (-0.32, 0.40, -1.00); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 327,233772128915
seq_num: 24; position: (-0.36, 0.44, -0.91); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 319,164783320017
seq_num: 25; position: (-0.14, 0.57, -0.90); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 335,765530231682
seq_num: 26; position: (-0.12, 0.53, -0.87); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 312,821002386635
seq_num: 27; position: (0.00, 0.54, -0.82); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 255,558455193101
seq_num: 28; position: (-0.05, 0.49, -0.87); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 313,604545964335
seq_num: 29; position: (-0.05, 0.49, -0.87); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 335,588538725103
seq_num: 30; position: (-0.04, 0.27, -0.78); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 321,195262317603
seq_num: 31; position: (-0.01, 0.28, -0.75); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 322,970020533881
seq_num: 32; position: (0.04, 0.29, -0.77); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 306,208372583745
seq_num: 33; position: (0.03, 0.27, -0.79); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 268,223738062756
seq_num: 34; position: (0.05, 0.38, -0.70); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 319,699988566637
seq_num: 35; position: (0.13, 0.42, -0.77); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 342,774311652408
seq_num: 36; position: (0.25, 0.41, -0.85); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 325,106242248863
seq_num: 37; position: (0.19, 0.34, -0.88); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 309,28502378687
seq_num: 38; position: (0.20, 0.32, -0.87); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 316,65878977766
seq_num: 39; position: (0.15, 0.31, -0.97); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 318,196259909722
seq_num: 40; position: (0.25, 0.19, -0.93); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 261,003318828822
seq_num: 41; position: (0.26, 0.16, -0.93); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 348,927172466248
seq_num: 42; position: (0.26, 0.16, -0.93); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 295,984945427173
seq_num: 43; position: (0.29, 0.18, -0.91); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 316,407966203983
seq_num: 44; position: (0.38, 0.11, -1.04); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 313,206436918941
seq_num: 45; position: (0.13, 0.00, -0.60); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 290,775715447756
seq_num: 46; position: (0.11, 0.06, -0.55); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 274,270682310739
seq_num: 47; position: (0.11, 0.06, -0.55); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 341,485782343308
seq_num: 48; position: (0.12, 0.06, -0.55); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 311,392702030513
seq_num: 49; position: (0.15, 0.06, -0.52); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 324,618259596983
seq_num: 50; position: (-0.03, 0.11, -0.44); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 324,010337465823
seq_num: 51; position: (0.03, 0.07, -0.38); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 318,752441387696
seq_num: 52; position: (0.03, 0.04, -0.37); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 331,468208092486
seq_num: 53; position: (0.04, 0.04, -0.37); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 343,004972148492
seq_num: 54; position: (0.00, 0.09, -0.30); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 309,803819907743
seq_num: 55; position: (-0.20, -0.12, -0.01); triangle_count: 15006; vertex_count: 40026; textures_count: 26; fps: 309,981080256332
seq_num: 56; position: (-0.26, 0.06, -0.07); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 321,661039637094
seq_num: 57; position: (-0.26, 0.06, -0.06); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 285,345544628782
seq_num: 58; position: (-0.25, 0.07, -0.06); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 335,866752081999
seq_num: 59; position: (-0.27, 0.25, -0.05); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 317,353611016532
seq_num: 60; position: (-0.43, 0.29, 0.14); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 316,910011333585
seq_num: 61; position: (-0.49, 0.38, 0.00); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 324,984109095007
seq_num: 62; position: (-0.52, 0.36, 0.03); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 316,814260895838
seq_num: 63; position: (-0.53, 0.36, 0.04); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,380509139845
seq_num: 64; position: (-0.55, 0.32, 0.00); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 314,509898020396
seq_num: 65; position: (-0.38, 0.20, -0.04); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 350,147818343722
seq_num: 66; position: (-0.32, 0.20, -0.16); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 322,248165393928
seq_num: 67; position: (-0.38, 0.26, -0.18); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,646675895095
seq_num: 68; position: (-0.40, 0.25, -0.16); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 283,462321488497
seq_num: 69; position: (-0.39, 0.30, -0.10); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 328,202139767812
seq_num: 70; position: (-0.45, 0.33, -0.15); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 314,462738041685
seq_num: 71; position: (-0.42, 0.33, -0.25); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 342,160730934179
seq_num: 72; position: (-0.59, 0.31, -0.18); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,440963134674
seq_num: 73; position: (-0.57, 0.31, -0.18); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,320077739572
seq_num: 74; position: (-0.60, 0.25, -0.18); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 318,353244781784
seq_num: 75; position: (-0.76, 0.10, -0.28); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 340,598411166382
seq_num: 76; position: (-0.65, 0.01, -0.23); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 320,244030651908
seq_num: 77; position: (-0.84, -0.06, -0.35); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 335,373871161951
seq_num: 78; position: (-0.75, 0.11, -0.31); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 320,754616240267
seq_num: 79; position: (-0.85, 0.27, -0.27); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 289,540524070689
seq_num: 80; position: (-1.02, 0.30, -0.09); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 328,463834149675
seq_num: 81; position: (-0.87, 0.41, -0.06); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,998202247191
seq_num: 82; position: (-0.87, 0.41, -0.05); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 341,689259645464
seq_num: 83; position: (-0.87, 0.43, -0.05); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 321,183337046113
seq_num: 84; position: (-0.83, 0.50, -0.13); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 336,234193451034
seq_num: 85; position: (-0.96, 0.57, -0.22); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 319,931655225019
seq_num: 86; position: (-0.96, 0.57, -0.22); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 317,955046810446
seq_num: 87; position: (-1.06, 0.62, -0.10); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 317,149640831758
seq_num: 88; position: (-1.03, 0.69, -0.14); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 318,36532695738
seq_num: 89; position: (-0.92, 0.72, -0.12); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 325,598495333404
seq_num: 90; position: (-0.92, 0.92, -0.10); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 343,673071880736
seq_num: 91; position: (-0.89, 0.88, -0.06); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 278,43228890069
seq_num: 92; position: (-0.87, 0.90, -0.07); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 317,822535424718
seq_num: 93; position: (-0.79, 0.96, -0.09); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 318,304925248539
seq_num: 94; position: (-0.79, 0.96, -0.09); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 321,362309149671
seq_num: 95; position: (-0.80, 0.97, -0.18); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 336,120073914847
seq_num: 96; position: (-0.82, 1.04, -0.14); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 315,919406470079
seq_num: 97; position: (-0.79, 1.03, -0.11); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,30799416975
seq_num: 98; position: (-0.90, 0.99, -0.06); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 316,610983204378
seq_num: 99; position: (-0.85, 0.94, 0.06); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 319,785300396462
seq_num: 100; position: (-0.70, 0.66, 0.23); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 316,048934434949
seq_num: 101; position: (-0.79, 0.63, 0.28); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 341,181020377807
seq_num: 102; position: (-0.79, 0.63, 0.27); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 322,056215330777
seq_num: 103; position: (-0.81, 0.61, 0.28); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 287,688779564806
seq_num: 104; position: (-0.92, 0.58, 0.35); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 319,553845567788
seq_num: 105; position: (-0.99, 0.83, 0.36); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 321,314563755896
seq_num: 106; position: (-0.93, 0.89, 0.43); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 311,256503436117
seq_num: 107; position: (-0.86, 0.97, 0.41); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 343,377245508982
seq_num: 108; position: (-0.84, 0.94, 0.46); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 318,498291442023
seq_num: 109; position: (-0.86, 0.92, 0.52); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,59824935473
seq_num: 110; position: (-0.61, 0.79, 0.65); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 328,052787258248
seq_num: 111; position: (-0.59, 0.80, 0.68); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 325,436460762922
seq_num: 112; position: (-0.60, 0.82, 0.71); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 326,956025942556
seq_num: 113; position: (-0.54, 0.89, 0.77); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 344,162946847219
seq_num: 114; position: (-0.68, 0.70, 0.78); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 312,436515326455
seq_num: 115; position: (-0.55, 0.48, 0.86); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 282,682333692782
seq_num: 116; position: (-0.53, 0.50, 0.85); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 318,462017387343
seq_num: 117; position: (-0.44, 0.49, 0.83); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 327,555925785687
seq_num: 118; position: (-0.48, 0.44, 0.80); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 312,821002386635
seq_num: 119; position: (-0.48, 0.40, 0.73); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 326,271102059289
seq_num: 120; position: (-0.68, 0.43, 0.68); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 311,392702030513
seq_num: 121; position: (-0.74, 0.38, 0.67); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 314,215380005244
seq_num: 122; position: (-0.78, 0.33, 0.60); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 329,514798308765
seq_num: 123; position: (-0.84, 0.28, 0.65); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 318,160054615793
seq_num: 124; position: (-0.88, 0.23, 0.60); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 323,864774811875
seq_num: 125; position: (-0.82, 0.13, 0.47); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 335,601174787258
seq_num: 126; position: (-0.82, 0.13, 0.47); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 317,329600907887
seq_num: 127; position: (-0.81, 0.12, 0.47); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 279,609614871814
seq_num: 128; position: (-0.69, 0.11, 0.43); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 329,35170943425
seq_num: 129; position: (-0.85, 0.05, 0.37); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 309,567787893795
seq_num: 130; position: (-0.78, 0.15, 0.93); triangle_count: 20006; vertex_count: 53364; textures_count: 26; fps: 351,569645717692
seq_num: 131; position: (-0.70, 0.02, 0.90); triangle_count: 12506; vertex_count: 33357; textures_count: 26; fps: 315,467940280546
