seq_num: 0; position: (-0.96, 0.47, -0.64); triangle_count: 30838; vertex_count: 85220; textures_count: 26; fps: 261,524091043453
seq_num: 1; position: (-0.96, 0.49, -0.68); triangle_count: 30838; vertex_count: 85220; textures_count: 26; fps: 316,503471174162
seq_num: 2; position: (-0.95, 0.46, -0.71); triangle_count: 30838; vertex_count: 85220; textures_count: 26; fps: 293,927343399611
seq_num: 3; position: (-1.02, 0.56, -0.72); triangle_count: 30838; vertex_count: 85220; textures_count: 26; fps: 284,853717026379
seq_num: 4; position: (-1.04, 0.56, -0.76); triangle_count: 30838; vertex_count: 85220; textures_count: 26; fps: 292,571428571429
seq_num: 5; position: (-0.89, 0.56, -0.85); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 287,873977582551
seq_num: 6; position: (-0.93, 0.61, -1.05); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 253,996571513751
seq_num: 7; position: (-0.96, 0.70, -1.03); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 331,77843954735
seq_num: 8; position: (-0.93, 0.70, -0.97); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 287,765008706185
seq_num: 9; position: (-0.85, 0.86, -0.99); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 287,677892984182
seq_num: 10; position: (-0.72, 0.78, -0.89); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 298,342943854325
seq_num: 11; position: (-0.62, 0.61, -0.87); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 301,695277695278
seq_num: 12; position: (-0.68, 0.58, -0.82); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 285,829759395217
seq_num: 13; position: (-0.74, 0.68, -0.77); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 310,046126552336
seq_num: 14; position: (-0.74, 0.71, -0.72); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 298,501480300615
seq_num: 15; position: (-0.44, 0.73, -0.43); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 293,488580385132
seq_num: 16; position: (-0.35, 0.69, -0.56); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 291,87648456057
seq_num: 17; position: (-0.37, 0.67, -0.58); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 293,072967131251
seq_num: 18; position: (-0.40, 0.68, -0.56); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 295,052149771141
seq_num: 19; position: (-0.46, 0.71, -0.63); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 307,494475556228
seq_num: 20; position: (-0.41, 0.35, -0.81); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 247,511141324873
seq_num: 21; position: (-0.38, 0.34, -0.88); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 293,138512002386
seq_num: 22; position: (-0.34, 0.36, -0.94); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 293,291564108302
seq_num: 23; position: (-0.32, 0.40, -1.00); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 296,252542755971
seq_num: 24; position: (-0.36, 0.44, -0.91); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 288,639076619333
seq_num: 25; position: (-0.14, 0.57, -0.90); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 314,81678300683
seq_num: 26; position: (-0.12, 0.53, -0.87); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 283,515178638025
seq_num: 27; position: (0.00, 0.54, -0.82); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 283,00856228129
seq_num: 28; position: (-0.05, 0.49, -0.87); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 287,004530353368
seq_num: 29; position: (-0.05, 0.49, -0.87); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 293,051125354002
seq_num: 30; position: (-0.04, 0.27, -0.78); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 294,367420272496
seq_num: 31; position: (-0.01, 0.28, -0.75); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 326,616023559616
seq_num: 32; position: (0.04, 0.29, -0.77); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 299,547497524187
seq_num: 33; position: (0.03, 0.27, -0.79); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 249,584888414959
seq_num: 34; position: (0.05, 0.38, -0.70); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 297,530266343826
seq_num: 35; position: (0.13, 0.42, -0.77); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 287,004530353368
seq_num: 36; position: (0.25, 0.41, -0.85); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 291,854820752616
seq_num: 37; position: (0.19, 0.34, -0.88); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 311,127067724946
seq_num: 38; position: (0.20, 0.32, -0.87); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 285,731639479817
seq_num: 39; position: (0.15, 0.31, -0.97); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 296,185598071708
seq_num: 40; position: (0.25, 0.19, -0.93); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 295,273710295112
seq_num: 41; position: (0.26, 0.16, -0.93); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 302,211379695054
seq_num: 42; position: (0.26, 0.16, -0.93); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 292,310437109723
seq_num: 43; position: (0.29, 0.18, -0.91); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 318,44992787184
seq_num: 44; position: (0.38, 0.11, -1.04); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 296,118683635816
seq_num: 45; position: (0.13, 0.00, -0.60); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 287,699666969422
seq_num: 46; position: (0.11, 0.06, -0.55); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 296,654847227461
seq_num: 47; position: (0.11, 0.06, -0.55); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 295,851327966293
seq_num: 48; position: (0.12, 0.06, -0.55); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 282,421891833657
seq_num: 49; position: (0.15, 0.06, -0.52); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 313,545937056141
seq_num: 50; position: (-0.03, 0.11, -0.44); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 296,632468316234
seq_num: 51; position: (0.03, 0.07, -0.38); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 302,346305528685
seq_num: 52; position: (0.03, 0.04, -0.37); triangle_count: 19276; vertex_count: 53267; textures_count: 26; fps: 296,632468316234
