seq_num: 0; position: (-0.96, 0.47, -0.64); triangle_count: 14694; vertex_count: 40020; textures_count: 26; fps: 160,280822903179
seq_num: 1; position: (-0.96, 0.49, -0.68); triangle_count: 14694; vertex_count: 40020; textures_count: 26; fps: 194,917094207748
seq_num: 2; position: (-0.95, 0.46, -0.71); triangle_count: 14694; vertex_count: 40020; textures_count: 26; fps: 178,599242997729
seq_num: 3; position: (-1.02, 0.56, -0.72); triangle_count: 14694; vertex_count: 40020; textures_count: 26; fps: 237,52099063727
seq_num: 4; position: (-1.04, 0.56, -0.76); triangle_count: 14694; vertex_count: 40020; textures_count: 26; fps: 238,601941747573
seq_num: 5; position: (-0.89, 0.56, -0.85); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 198,970777988615
seq_num: 6; position: (-0.93, 0.61, -1.05); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 219,167287375542
seq_num: 7; position: (-0.96, 0.70, -1.03); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 224,238024397501
seq_num: 8; position: (-0.93, 0.70, -0.97); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 219,919463087248
seq_num: 9; position: (-0.85, 0.86, -0.99); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 215,837125748503
seq_num: 10; position: (-0.72, 0.78, -0.89); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 232,827177855081
seq_num: 11; position: (-0.62, 0.61, -0.87); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 145,044632976761
seq_num: 12; position: (-0.68, 0.58, -0.82); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 116,215752918575
seq_num: 13; position: (-0.74, 0.68, -0.77); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 116,241519473801
seq_num: 14; position: (-0.74, 0.71, -0.72); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 187,881403244059
seq_num: 15; position: (-0.44, 0.73, -0.43); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 208,792535841614
seq_num: 16; position: (-0.35, 0.69, -0.56); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 252,603365206434
seq_num: 17; position: (-0.37, 0.67, -0.58); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 185,557559049251
seq_num: 18; position: (-0.40, 0.68, -0.56); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 117,658886894075
seq_num: 19; position: (-0.46, 0.71, -0.63); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 108,707833823419
seq_num: 20; position: (-0.41, 0.35, -0.81); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 105,741987532087
seq_num: 21; position: (-0.38, 0.34, -0.88); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 178,342731876937
seq_num: 22; position: (-0.34, 0.36, -0.94); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 149,568657284138
seq_num: 23; position: (-0.32, 0.40, -1.00); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 157,184230250337
seq_num: 24; position: (-0.36, 0.44, -0.91); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 186,752155018879
seq_num: 25; position: (-0.14, 0.57, -0.90); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 204,784763038464
seq_num: 26; position: (-0.12, 0.53, -0.87); triangle_count: 9186; vertex_count: 25017; textures_count: 26; fps: 145,949752940358
